name,address,latitude,longitude,technicalPlatform,level,establishmentType,establishmentCode,services
CLINIQUE LES DEUX OLIVIERS DE RIVIERA PALMERAIE,,5.385191667,-3.96135,,CLINIQUE_PRIVEE,PRIVE,2474,
CLINIQUE MEDICALE BEATITUDES,,5.348756667,-3.995788333,,CLINIQUE_PRIVEE,PRIVE,2404,
CLINIQUE MEDICALE D’ANGRE,,5.4040467,-3.9862683,,CLINIQUE_PRIVEE,PRIVE,2406,
CLINIQUE MERE MARIE,,5.372713333,-4.000036667,,CLINIQUE_PRIVEE,PRIVE,2313,
CLINIQUE NDI (RIVIERA PALMERAIE),,5.36444,-3.9591967,,CLINIQUE_PRIVEE,PRIVE,2400,
CLINIQUE SAINT  MOISE DES 2 PLATEAUX 7EME TRANCHE,,5.387988333,-3.990916667,,CLINIQUE_PRIVEE,PRIVE,2472,
CLINIQUE SAINT VIATEUR,,5.358933751,-3.952841414,,CLINIQUE_PRIVEE,PRIVE,2401,
CLINIQUE SAINTE GABRIELLE,,5.3882,-3.9926,,CLINIQUE_PRIVEE,PRIVE,1885,
CLINIQUE Ste HENRIETTE,,5.3994767,-3.9739767,,CLINIQUE_PRIVEE,PRIVE,2316,
CLINIQUE Ste TRINITE de la VIE,,5.398,-3.9923,,CLINIQUE_PRIVEE,PRIVE,2315,
CMS CONFESSIONNEL Mère Maria de COCODY,,5.3647,-3.959,,CENTRE_SANTE,PRIVE,1783,
CMS PRIVE Elishama de COCODY,,5.39315,-4.00364,,CENTRE_SANTE,PRIVE,1777,
CMS PRIVE Siloé de COCODY,,5.399,-3.9764,,CENTRE_SANTE,PRIVE,1994,
CMS PUBLIC de COCODY,,5.346443122,-3.989023659,,CENTRE_SANTE,PUBLIQUE,1179,
CSU-D PUBLIC de COCODY M'BADON,,5.3311,-3.935,,CENTRE_SANTE,PUBLIQUE,0107,
CSU-DM COMMUNAUTAIRE de COCODY-ANGRE,,5.40507,-3.98452,,CENTRE_SANTE,PUBLIQUE,0019,
CSU-DM COMMUNAUTAIRE de COCODY-ANONO,,5.3459,-3.97369,,CENTRE_SANTE,PUBLIQUE,0020,
CSU-DM COMMUNAUTAIRE de COCODY-PALMERAIE,,5.36365,-3.9624,,CENTRE_SANTE,PUBLIQUE,0021,
CSU-DM PUBLIC Colombie de COCODY-BINGERVILLE,,5.390699999,-3.988,,CENTRE_SANTE,PUBLIQUE,1527,
CSU-DM PUBLIC de COCODY AKOUEDO,,5.35592,-3.94099,,CENTRE_SANTE,PUBLIQUE,0110,
CSU-DM PUBLIC de COCODY M'POUTO,,5.32509408,-3.954994557,,CENTRE_SANTE,PUBLIQUE,0024,
CSU-DM PUBLIC GENIE 2000 de COCODY-BINGERVILLE,,5.3824067,-3.9360433,,CENTRE_SANTE,PUBLIQUE,1652,
CSUS-CDV IPCI de COCODY,,5.34447,-3.99555,,CLINIQUE_PRIVEE,PUBLIQUE,7021,
CSUS-PMI PUBLIC de COCODY-SUD,,5.33425,-4.0007483,,CENTRE_SANTE,PUBLIQUE,0104,
CSUS-SAMU PUBLIC de COCODY,,5.34458,-3.99464,,CENTRE_SANTE,PUBLIQUE,7019,
CSUS-SSSU PUBLIC CROU-A de COCODY,,5.342566667,-3.98966,,CENTRE_SANTE,PUBLIQUE,0105,
CSUS-SSSU PUBLIC de COCODY CENTRE,,5.3377,-3.9996,,CENTRE_SANTE,PUBLIQUE,,
CSUS-SSSU PUBLIC de COCODY-INSAAC,,5.3453817,-3.9963933,,CENTRE_SANTE,PUBLIQUE,7346,
CSUS-SSSU PUBLIC ENS de COCODY,,5.3410017,-3.98552,,CENTRE_SANTE,PUBLIQUE,0223,
ESPACE MEDICAL ATTOBAN,,5.367375,-3.977975,,CENTRE_SANTE,PRIVE,2399,
FSU COMMUNAUTAIRE de COCODY BLOCKAUSS,,5.3246,-4.0014,,CENTRE_SANTE,PUBLIQUE,1451,
FSU COMMUNAUTAIRE Nimatoulahi de COCODY,,5.3982,-3.9935,,CENTRE_SANTE,PUBLIQUE,2346,
Hôtel médical des Impôts KESSE FE (HMI KF),,5.3662,-4.0076,,CENTRE_SANTE,PRIVE,2312,
ICT 1er BCP AKOUEDO,,5.376992603,-3.943780158,,CENTRE_SANTE,PUBLIQUE,2554,
ICT ECOLE GEND ABIDJAN,,5.34949,-3.996446667,,CENTRE_SANTE,PUBLIQUE,2577,
ICT FORCES SPECIALES COCODY,,5.333118333,-4.007106667,,CENTRE_SANTE,PUBLIQUE,2551,
INF-LC PUBLIC Collège Moderne de COCODY,,5.3353,-3.9956,,CENTRE_SANTE,PUBLIQUE,0269,
INF-LC PUBLIC Lycée Classique de COCODY,,5.332,-4.0065,,CENTRE_SANTE,PUBLIQUE,0240,
INF-LC PUBLIC Lycée Hotelier de COCODY,,5.3366,-3.9747,,CENTRE_SANTE,PUBLIQUE,0221,
INF-LC PUBLIC LYCEE MODERNE D'ANGRE,,5.3377,-3.9996,,CENTRE_SANTE,PUBLIQUE,,
INF-LC PUBLIC Lycée Ste Marie de COCODY,,5.3386,-4.002,,CENTRE_SANTE,PUBLIQUE,0241,
INF-LC PUBLIC Lycée Technique de COCODY,,5.351500001,-4.0096,,CENTRE_SANTE,PUBLIQUE,2347,
MEDICALE LA COLOMBE (2 PLATEAUX 7 EME TRANCHE),,5.383096667,-3.986266667,,CLINIQUE_PRIVEE,PRIVE,2398,
POLYCLINIQUE GRÂCES DIVINES,,5.368625,-3.952368333,,CLINIQUE_PRIVEE,PRIVE,9725,
POLYCLINIQUE INTERNATIONALE SAINTE ANNE-MARIE (PISAM),,5.337104425,-4.013229003,,CLINIQUE_PRIVEE,PRIVE,1785,
POLYCLINIQUE LES 2 PLATEAUX,,5.3607,-4.0001,,CLINIQUE_PRIVEE,PRIVE,1610,
CENTRE MEDICAL THEMIS du COCODY,,5.381369,-3.97399,,CENTRE_SANTE,PRIVE,,
CHS-PSC PUBLIC de BINGERVILLE,,5.360273263,-3.888025178,,CHS,PUBLIQUE,0209,
CMS PRIVE Palmafrique de ELOKATE,,5.31315,-3.80433,,CENTRE_SANTE,PRIVE,1784,
CSR-D PUBLIC Village Marchoux de GNAKAN NASSY,,5.3298,-3.8945,,CENTRE_SANTE,PUBLIQUE,1509,
CSR-DM PUBLIC de ABATTA,,5.326962867,-3.91636421,,CENTRE_SANTE,PUBLIQUE,1675,
CSR-DM PUBLIC de ADJIN,,5.397305,-3.852375,,CENTRE_SANTE,PUBLIQUE,2413,
CSR-DM PUBLIC de AKOUE-AGBAN,,5.310943333,-3.853558333,,CENTRE_SANTE,PUBLIQUE,2412,
CSR-DM PUBLIC de ELOKATE,,5.29925,-3.74637,,CENTRE_SANTE,PUBLIQUE,0213,
CSU-DM COM AKOUEDO ATTIE,,5.356000001,-3.9264,,CENTRE_SANTE,PUBLIQUE,7292,
CSU-D PUBLIC Communal de BINGERVILLE,,5.351,-3.8747,,CENTRE_SANTE,PUBLIQUE,1419,
CSU-DM PUBLIC de GBAGBA,,5.349602806,-3.887535576,,CENTRE_SANTE,PUBLIQUE,0002,
CSUS-CAT PUBLIC de BINGERVILLE,,5.36075,-3.885858333,,CENTRE_SANTE,PUBLIQUE,2296,
CSUS-SSSU PUBLIC de BINGERVILLE,,5.359477485,-3.884530831,,CENTRE_SANTE,PUBLIQUE,1448,
HG PUBLIC de BINGERVILLE,,5.360099999,-3.8852,,CH,PUBLIQUE,0208,
HG PUBLIC Mère-Enfant OUATTARA DOMINIQUE de BINGERVILLE,,5.361480318,-3.883873119,,CHS,PUBLIQUE,2615,
ICT EMPT BINGERVILLE,,5.361466667,-3.892626667,,CENTRE_SANTE,PUBLIQUE,2564,
INF-LC PUBLIC COLLEGE MODERNE MIXTE DE BINGERVILLE,,5.3594,-3.8877,,CENTRE_SANTE,PUBLIQUE,,
INF-LC PUBLIC LYCEE GARCON DE BINGERVILLE,,5.359300001,-3.8913,,CENTRE_SANTE,PUBLIQUE,,
INF-LC PUBLIC LYCEE MAMIE HOUPHOUET FETAI DE BINGERVILLE,,5.3597,-3.8967,,CENTRE_SANTE,PUBLIQUE,,
CSR-D PUBLIC de DEBARCADERE,,5.435330642,-3.931283822,,CENTRE_SANTE,PUBLIQUE,2829,
CSU-D PUBLIC de COCODY,,5.338535,-4.004645,,CENTRE_SANTE,PUBLIQUE,,
CSUS-PMI PUBLIC de BINGERVILLE,,5.3442,-4.0338,,CENTRE_SANTE,PUBLIQUE,1453,
CHU PUBLIC de ANGRE,,5.400943,-3.957308,,CHU,PUBLIQUE,,
POLYCLINIQUE DE KOUMASSI,,5.288293,-3.968931,,CLINIQUE_PRIVEE,PRIVE,1734,
CENTRE MEDICAL Les RUCHES de KOUMASSI,,5.30325,-3.945866667,,CENTRE_SANTE,PRIVE,1775,
CMS CONFESIONNEL Ste Thérèse Enfant Jesus de KOUMASSI AKLOMIABLA,,5.309741667,-3.948415,,CENTRE_SANTE,CONFESSIONNEL,2543,
CMS PRIVE-ONG CIAK de KOUMASSI,,5.29417,-3.95245,,CENTRE_SANTE,PRIVE,9839,
CMS PUBLIC OASIS MERE THERESA DE KOUMASSI,,5.303400001,-3.945,,CENTRE_SANTE,PUBLIQUE,1310,
CSU-D PRIVE-ONG AJPSD KOUMASSI REMBLAIS,,5.30302,-3.967605,,CENTRE_SANTE,PRIVE,,
CSU-DM COMMUNAUTAIRE de KOUMASSI AKLOMIABLA,,5.314485,-3.943432,,CENTRE_SANTE,PUBLIQUE,0835,
CSU-DM COMMUNAUTAIRE de KOUMASSI DIVO,,5.305129,-3.949759,,CENTRE_SANTE,PUBLIQUE,1434,
CSU-DM COMMUNAUTAIRE de KOUMASSI GD-CAMPEMENT,,5.310086,-3.936344,,CENTRE_SANTE,PUBLIQUE,1120,
CSU-COM PANGOLIN DE KOUMASSI,,5.300163333,-3.946055,,CENTRE_SANTE,PUBLIQUE,1415,
CSU-COM ZO BRUNO de KOUMASSI,,5.283668,-3.952429,,CENTRE_SANTE,PUBLIQUE,1417,
CSUS-CAT PUBLIC de KOUMASSI,,5.289283333,-3.96442,,CENTRE_SANTE,PUBLIQUE,1402,
CSUS-SSSU SAJ PUBLIC de KOUMASSI,,5.288203333,-3.95269,,CENTRE_SANTE,PUBLIQUE,0112,
HG PUBLIC de KOUMASSI,,5.287761,-3.970127,,CH,PUBLIQUE,0111,
INF-LC PUBLIC Lycée Moderne de KOUMASSI,,5.288741,-3.960833,,CENTRE_SANTE,PUBLIQUE,1445,
INF-LC PUBLIC Lycée Municipal de KOUMASSI,,5.312085,-3.943796667,,CENTRE_SANTE,PUBLIQUE,1431,
CLINIQUE MEDICALE MALON,,5.26001,-3.960846667,,CLINIQUE_PRIVEE,PRIVE,9731,
CM PRIVE BLATA,,5.241808333,-3.910465,,CENTRE_SANTE,PRIVE,1656,
CM PRIVE CLINIQUE ATLANTIQUE de PORTBOUET,,5.259366667,-3.964136667,,CENTRE_SANTE,PRIVE,7014,
CMS CONFESSIONNEL CARITAS SAINT ANNE DE PORT BOUET,,5.253075,-3.964506667,,CENTRE_SANTE,CONFESSIONNEL,1425,
CMS CONFESSIONNEL Croix Rouge de PORT-BOUET GONZAGUEVILLE,,5.240075,-3.899951667,,CENTRE_SANTE,CONFESSIONNEL,1879,
CMS CONFESSIONNEL Père CARMES de PORT-BOUET GONZAGUEVILLE,,5.24104,-3.891086667,,CENTRE_SANTE,CONFESSIONNEL,1880,
CMS PUBLIC Bloc 500 de PORT-BOUET,,5.2739,-3.8362,,CENTRE_SANTE,PUBLIQUE,1518,
CSR-DM DE PORT-BOUET AGBABOU,,5.295708333,-3.907418333,,CENTRE_SANTE,PUBLIQUE,0735,
CSR-DM PUBLIC ADJAHUI-COUBE,,5.272825,-3.947991667,,CENTRE_SANTE,PUBLIQUE,1672,
CSU-D GATL DE PORT BOUET,,5.253643649,-3.934505834,,CENTRE_SANTE,PUBLIQUE,7016,
CSU-DM COMMUNAUTAIRE (Pointe des fumeurs) de PORT-BOUET VRIDI 3,,5.275024,-3.995203,,CENTRE_SANTE,PUBLIQUE,0224,
CSU-COM DE GONZAGUEVILLE,,5.24076,-3.896819,,CENTRE_SANTE,PUBLIQUE,0656,
CSU-DM ONG CRI DE CŒUR de PORT BOUET,,5.246203333,-3.885245,,CENTRE_SANTE,PRIVE,7975,
CSU-DM ONG CROISSANT ROUGE de PORT BOUET ADJOUFFOU,,5.24314,-3.91805,,CENTRE_SANTE,PRIVE,0565,
CSU-DM PUBLIC AKO BRAKE de PORT-BOUET,,5.2533,-4.035,,CENTRE_SANTE,PUBLIQUE,2339,
CSU-DM PUBLIC DERRIERE WARF de PORT-BOUET,,5.25172,-3.941805,,CENTRE_SANTE,PUBLIQUE,1344,
CSUS-CDV PUBLIC CEDV de PORT BOUET,,5.252768333,-3.963016667,,CENTRE_SANTE,PUBLIQUE,1856,
CSUS-SSSU SAJ PUBLIC de PORT-BOUET,,5.2513,-3.9563,,CENTRE_SANTE,PUBLIQUE,1312,
FSU PUBLIC de PORT-BOUET VRIDI CANAL,,5.255100001,-3.9962,,CENTRE_SANTE,PUBLIQUE,0923,
HG PUBLIC de PORT-BOUET,,5.262705,-3.962414,,CH,PUBLIQUE,0124,
HG PUBLIC MUNICIPAL de PORT-BOUET VRIDI-CITE,,5.264335,-3.985086667,,CH,PUBLIQUE,1592,
INF-LC PUBLIC Cité U de PORT-BOUET,,5.251245,-3.956785,,CENTRE_SANTE,PUBLIQUE,1605,
INF-LC PUBLIC Lycée Moderne de PORT-BOUET,,5.255006667,-3.958926667,,CENTRE_SANTE,PUBLIQUE,1372,
INF-LC PUBLIC Lycée Municipal de PORT-BOUET,,5.250378,-3.898741,,CENTRE_SANTE,PUBLIQUE,1881,
INHP-A de GONZAGUEVILLE,,5.24093,-3.89593,,CLINIQUE_PRIVEE,PUBLIQUE,1705,
CHS PUBLIC ICA de TREICHVILLE,,5.292506667,-4.006103333,,CLINIQUE_PRIVEE,PUBLIQUE,0133,
CHU PUBLIC de TREICHVILLE,,5.2936,-4.003598,,CHU,PUBLIQUE,0130,
CLINIQUE MEDICALE ROCHE,,5.309,-4.0132,,CLINIQUE_PRIVEE,PRIVE,9730,
CLINIQUE NANAN YAMOUSSOU,,5.30747,-4.00551,,CLINIQUE_PRIVEE,PRIVE,1780,
CLINIQUE POLYMED de MARCORY,,5.308018333,-3.993326667,,CLINIQUE_PRIVEE,PRIVE,9729,
CMS PRIVE SEMPA de MARCORY-TREICHVILLE,,5.294656667,-4.006288333,,CENTRE_SANTE,PRIVE,9851,
CNTS PUBLIC de TREICHVILLE,,5.291107,-3.99572,,CLINIQUE_PRIVEE,PUBLIQUE,0132,
CSU-D PUBLIC Dispensaire Communal de TREICHVILLE,,5.310261667,-4.012666667,,CENTRE_SANTE,PUBLIQUE,1449,
CSU-D PUBLIC du District Abidjan de TREICHVILLE,,5.309873333,-4.005508333,,CENTRE_SANTE,PUBLIQUE,7788,
HG PUBLIC DU PONT-FHB de TREICHVILLE,,5.308657267,-4.017178563,,CH,PUBLIQUE,1442,
CSU-DM COMMUNAUTAIRE ALIODAN de MARCORY,,5.309800001,-3.961,,CENTRE_SANTE,PUBLIQUE,1302,
CSU-DM COMNUNAUTAIRE ARRAS III de TREICHVILLE,,5.302455573,-3.999895981,,CENTRE_SANTE,PUBLIQUE,0588,
CSU-DM ONG ASAPSU de MARCORY,,5.309758333,-3.967186667,,CENTRE_SANTE,PRIVE,0749,
CSUS-CAT PUBLIC de TREICHVILLE,,5.299718919,-4.001125735,,CENTRE_SANTE,PUBLIQUE,0137,
CSUS-CDV AIBEF de TREICHVILLE,,5.299009413,-3.999238689,,CENTRE_SANTE,PRIVE,7001,
CSUS-CDV CENTRE CULTUREL ET D'ACTION SOCIAL de  MARCORY,,5.301151667,-3.973141667,,CENTRE_SANTE,PRIVE,7007,
CSUS-CDV CIRBA de TREICHVILLE,,5.292386667,-3.997248333,,CENTRE_SANTE,PRIVE,7002,
CSUS-CDV ONG CLINIQUE CONFIANCE  de BIETRY,,5.279358333,-3.975221667,,CENTRE_SANTE,PRIVE,7010,
CSUS-CDV ONG HOPE de TREICHVILLE,,5.30049,-4.00515,,CENTRE_SANTE,PRIVE,7003,
CSUS-CDV ONG LA PIERRE ANGULAIRE de TREICHVILLE,,5.3051,-4.0073,,CENTRE_SANTE,PRIVE,7004,
CSUS-PPH PUBLIC CHU de TREICHVILLE,,5.2936,-4.003598,,CENTRE_SANTE,PUBLIQUE,1582,
CSUS-SMIT PUBLIC CHU de TREICHVILLE,,5.2936,-4.003598,,CENTRE_SANTE,PUBLIQUE,1526,
CSUS-SSSU SAJ PUBLIC de MARCORY-CENTRE,,5.300799999,-3.9844,,CENTRE_SANTE,PUBLIQUE,0119,
CSUS-SSSU PUBLIC Entente de TREICHVILLE,,5.307499999,-4.0022,,CENTRE_SANTE,PUBLIQUE,0148,
INF-LC PUBLIC INFAS DE TREICHVILLE,,5.289056667,-4.00246,,CENTRE_SANTE,PUBLIQUE,1798,
CSUS-USAC PUBLIC de TREICHVILLE,,5.2936,-4.003598,,CENTRE_SANTE,PUBLIQUE,1414,
DDS  PUBLIQUE TREICHVILLE MARCORY,,5.306713333,-4.015015,,CENTRE_SANTE,PUBLIQUE,7333,
FSU-COM HKB DE MARCORY ANOUMABO,,5.30039,-3.97967,,CENTRE_SANTE,PUBLIQUE,1433,
HG PUBLIC de MARCORY-CENTRE,,5.300638,-3.983274,,CH,PUBLIQUE,0116,
HG PUBLIC Jean DELAFOSSE de TREICHVILLE,,5.29377,-4.01016,,CH,PUBLIQUE,0144,
ICT 2ème CIE GSPM ZONE 4,,5.292248333,-3.989741667,,CENTRE_SANTE,PUBLIQUE,2571,
ICT GARDE REPUBLICAINE TREICHVILLE,,5.311228333,-4.01359,,CENTRE_SANTE,PUBLIQUE,2563,
ICT GROUPE SECURITE PORTUAIRE ABIDJAN,,5.304046667,-4.023716667,,CENTRE_SANTE,PUBLIQUE,2585,
INF-LC PUBLIC Collège Moderne Autoroute de TREICHVILLE,,5.307530804,-4.000554918,,CENTRE_SANTE,PUBLIQUE,1571,
INHP PUBLIC de TREICHVILLE,,5.294478333,-4.005406667,,CLINIQUE_PRIVEE,PUBLIQUE,0131,
LNSP PUBLIC Laboratoire Nationale de Santé Publique de TREICHVILLE,,5.290549257,-3.99592108,,CLINIQUE_PRIVEE,PUBLIQUE,3013,
NPSP de TREICHVILLE,,5.29138,-3.996491667,,CLINIQUE_PRIVEE,PUBLIQUE,3014,
POLYCLINIQUE AVICIENNES de MARCORY,,5.316065,-3.996648333,,CLINIQUE_PRIVEE,PRIVE,1779,
POLYCLINIQUE HOTEL DIEU de TREICHVILLE,,5.29779,-4.00898,,CLINIQUE_PRIVEE,PRIVE,1788,
POLYCLINIQUE LES GRÂCES MARCORY ZONE III,,5.287699999,-3.9776,,CLINIQUE_PRIVEE,PRIVE,9728,
CSR-D PUBLIC de ACHIEKOI,,5.640799999,-3.9338,,CENTRE_SANTE,PUBLIQUE,7028,
CSR-D PUBLIC de M'BROME,,5.66437,-4.14556,,CENTRE_SANTE,PUBLIQUE,0212,
CSU-DM PUBLIC de AZAGUIE,,5.64560324,-4.07780539,,CENTRE_SANTE,PUBLIQUE,0413,
CSR-D PUBLIC de ARRAGUIE,,6.01127,-4.14908,,CENTRE_SANTE,PUBLIQUE,1986,
CSR-D PUBLIC de LAPO,,5.931700001,-4.1065,,CENTRE_SANTE,PUBLIQUE,1987,
CSR-DM PUBLIC de M'BERIE,,6.02681,-4.13493,,CENTRE_SANTE,PUBLIQUE,2723,
CSU-DM PUBLIC de GRAND-MORIE,,5.98087,-4.13261,,CENTRE_SANTE,PUBLIQUE,0404,
CSR-D PUBLIC de COPA,,6.2423,-4.11684,,CENTRE_SANTE,PUBLIQUE,0403,
CSR-D PUBLIC de ELEVI,,6.0908,-4.0631,,CENTRE_SANTE,PUBLIQUE,0839,
CSR-D PUBLIC de SEGUIE-BOGUIE,,6.0615,-4.09552,,CENTRE_SANTE,PUBLIQUE,1988,
CSU-DM PUBLIC de ATTOBROU,,6.08826,-4.06025,,CENTRE_SANTE,PUBLIQUE,0401,
CSU-DM PUBLIC de CECHI,,6.24169,-4.41035,,CENTRE_SANTE,PUBLIQUE,0671,
CSR-D PUBLIC de AMANGBEU,,6.02308,-4.38145,,CENTRE_SANTE,PUBLIQUE,0904,
CSU-DM PUBLIC de ANANGUIE,,6.07760297,-4.47002336,,CENTRE_SANTE,PUBLIQUE,1491,
CSR-D PUBLIC de BANGUIE 2,,6.13419,-4.35436,,CENTRE_SANTE,PUBLIQUE,1985,
CSR-D PUBLIC de GOUABO,,5.99161,-4.32263,,CENTRE_SANTE,PUBLIQUE,2721,
CSU-DM PUBLIC de RUBINO,,6.07733163,-4.30296883,,CENTRE_SANTE,PUBLIQUE,0416,
CSR-D PUBLIC de ABBE-BEGNINI,,5.7347,-4.395,,CENTRE_SANTE,PUBLIQUE,1531,
CSU-DM PUBLIC de LOVIGUIE,,5.73184,-4.39354,,CENTRE_SANTE,PUBLIQUE,6541,
CSU-DM PUBLIC de ABOUDE MANDEKE,,5.89019,-4.53848,,CENTRE_SANTE,PUBLIQUE,0393,
CSR-D PUBLIC de GBESSE,,5.83931,-4.28835,,CENTRE_SANTE,PUBLIQUE,2727,
CSR-DM PUBLIC de ANNO,,5.8596,-4.38006,,CENTRE_SANTE,PUBLIQUE,0400,
CSR-DM PUBLIC de WAHIN,,5.800100001,-4.2898,,CENTRE_SANTE,PUBLIQUE,2725,
CSU-DM PUBLIC de ORESS-KROBOU,,5.80715,-4.33622,,CENTRE_SANTE,PUBLIQUE,0409,
CSR-I PUBLIC de M'BROU,,5.5975,-4.3647,,CENTRE_SANTE,PUBLIQUE,1320,
CSR-DM PUBLIC de OTOPE 1,,5.7048,-4.2977,,CENTRE_SANTE,PUBLIQUE,2722,
CSR-M PUBLIC de ODOGUIE,,5.64751,-4.25824,,CENTRE_SANTE,PUBLIQUE,0118,
CSU-DM PUBLIC de GUESSIGUIE,,5.73324,-4.23384,,CENTRE_SANTE,PUBLIQUE,9601,
CHR PUBLIC de AGBOVILLE,,5.92093235,-4.21591073,,CHR,PUBLIQUE,0394,
CSR-D PUBLIC de GRAND-MOUTCHO,,5.95452,-4.1882,,CENTRE_SANTE,PUBLIQUE,7969,
CSR-DM PUBLIC de EHOUEGUIE,,5.83193,-4.22723,,CENTRE_SANTE,PUBLIQUE,2726,
CSR-DM PUBLIC de GRAND-YAPO,,5.82417105,-4.1471303,,CENTRE_SANTE,PUBLIQUE,0406,
CSR-DM PUBLIC de OFFA,,5.92339,-4.34581,,CENTRE_SANTE,PUBLIQUE,0117,
CSR-DM PUBLIC de YAPO-GARE,,5.79463,-4.13855,,CENTRE_SANTE,PUBLIQUE,0411,
CSR-M PUBLIC de OFFOUM'PO,,5.95254,-4.45721,,CENTRE_SANTE,PUBLIQUE,1898,
CSUS-CAT PUBLIC de AGBOVILLE,,5.92064007,-4.21620312,,CENTRE_SANTE,PUBLIQUE,1258,
CSUS-PMI PUBLIC de AGBOVILLE,,5.92432,-4.21656,,CENTRE_SANTE,PUBLIQUE,0395,
CSUS-SSSU PUBLIC de AGBOVILLE,,5.9243,-4.2167,,CENTRE_SANTE,PUBLIQUE,0396,
INF-LC PUBLIC Collège Moderne de AGBOVILLE,,5.93386225,-4.20730235,,CENTRE_SANTE,PUBLIQUE,1640,
INF-LC PUBLIC Lycée Moderne de AGBOVILLE,,5.93928265,-4.20118836,,CENTRE_SANTE,PUBLIQUE,2529,
INF-P PUBLIC Prison Civil MAC de AGBOVILLE,,5.92900107,-4.22253878,,CENTRE_SANTE,PUBLIQUE,1555,
INF-PV PRIVE SAINT CLEMENT RAN DE AGBOVILLE,,5.92232,-4.21297,,CENTRE_SANTE,PRIVE,1639,
CSR-DM PUBLIC de SAHUYE,,5.73049,-4.52516,,CENTRE_SANTE,PUBLIQUE,0410,
CSR-DM PUBLIC de YAOBOU,,5.70573,-4.41546,,CENTRE_SANTE,PUBLIQUE,1131,
CSU-DM PUBLIC de GOMON,,5.72019158,-4.4441958,,CENTRE_SANTE,PUBLIQUE,0261,
CSR-D PUBLIC de BAKANOU B,,5.61036,-4.61659,,CENTRE_SANTE,PUBLIQUE,1625,
CSR-DM PUBLIC de BAKANOU A,,5.59299151,-4.6360892,,CENTRE_SANTE,PUBLIQUE,7777,
CSR-DM PUBLIC de BECEDI,,5.64374,-4.58193,,CENTRE_SANTE,PUBLIQUE,0257,
CSR-DM PUBLIC de BRAFOUEBI,,5.652471667,-4.566838333,,CENTRE_SANTE,PUBLIQUE,1967,
CSR-DM PUBLIC de ELIBOU,,5.68636,-4.51505,,CENTRE_SANTE,PUBLIQUE,0259,
CSR-DM PUBLIC de KATADJI,,5.66969,-4.54065,,CENTRE_SANTE,PUBLIQUE,0263,
CSR-DM PUBLIC DE SOUKOUKRO,,5.729900001,-4.6209,,CENTRE_SANTE,PUBLIQUE,2384,
HG PUBLIC de SIKENSI,,5.66100228,-4.57927947,,CH,PUBLIQUE,0264,
INF-LC LYCÉE MUNICIPAL DE SIKENSI,,5.660556667,-4.581738333,,CENTRE_SANTE,PUBLIQUE,1802,
CSR-D PUBLIC de AHOUATY,,6.111,-4.976,,CENTRE_SANTE,PUBLIQUE,2823,
CSR-D PUBLIC de N'DENOU,,6.171,-5.03,,CENTRE_SANTE,PUBLIQUE,2790,
CSR-D PUBLIC de AMANI MENOU,,6.0855,-4.9809,,CENTRE_SANTE,PUBLIQUE,7986,
CSR-D PUBLIC de LELEBLE,,6.23017,-5.22464,,CENTRE_SANTE,PUBLIQUE,0739,
CSR-D PUBLIC de TAABO VILLAGE,,6.20271326,-5.10468545,,CENTRE_SANTE,PUBLIQUE,2307,
CSR-DM PUBLIC de AHEREMOU 2,,6.22704,-4.93185,,CENTRE_SANTE,PUBLIQUE,0296,
CSR-DM PUBLIC de AHONDO,,6.308599999,-5.1512,,CENTRE_SANTE,PUBLIQUE,1624,
CSR-DM PUBLIC de KOTIESSOU,,6.17701,-5.05998,,CENTRE_SANTE,PUBLIQUE,1488,
HG PUBLIC de TAABO,,6.2704233,-5.07104054,,CH,PUBLIQUE,1291,
CSR-DM PUBLIC de AHOUAKRO,,6.12673,-4.87415,,CENTRE_SANTE,PUBLIQUE,0003,
CSR-DM PUBLIC de SINGROBO,,6.09615,-4.92135,,CENTRE_SANTE,PUBLIQUE,0005,
CSU-DM PUBLIC de PACOBO,,6.1654161,-4.93678861,,CENTRE_SANTE,PUBLIQUE,1298,
HOPITAL SAINT JEAN BAPTISTE DE BODO,,6.1656,-4.9371,,CH,CONFESSIONNEL,2755,
CSR-D PUBLIC de AHIROA,,6.179,-4.638,,CENTRE_SANTE,PUBLIQUE,1951,
CSR-DM PUBLIC de AFFIKRO,,6.1305,-4.7407,,CENTRE_SANTE,PUBLIQUE,1774,
CSR-DM PUBLIC de KODJEBOUMAN,,6.20825,-4.54895,,CENTRE_SANTE,PUBLIQUE,0156,
CSU-DM PUBLIC de MOROKRO,,6.07537,-4.70616,,CENTRE_SANTE,PUBLIQUE,1295,
CSR-D PUBLIC de BODO,,5.905099999,-4.6837,,CENTRE_SANTE,PUBLIQUE,1973,
CSR-D PUBLIC de KASSASSO,,5.96266,-4.76172,,CENTRE_SANTE,PUBLIQUE,1972,
CSR-DM PUBLIC de ATTIGUEI,,6.062100001,-4.5541,,CENTRE_SANTE,PUBLIQUE,1974,
CSR-DM PUBLIC de BOUSSOUKRO,,5.87461,-4.69708,,CENTRE_SANTE,PUBLIQUE,0154,
CSU-DM PUBLIC de N'DOUCI,,5.8707,-4.7527,,CENTRE_SANTE,PUBLIQUE,1296,
INF-LC PUBLIC BAD de N'DOUCI,,5.87175056,-4.76719235,,CENTRE_SANTE,PUBLIQUE,0113,
